level_id,level_date,side,level,touched_at,anchor
58,2018-03-23,upper,6796.0404081907745,2018-03-26 20:01:00-04:00,16.25
68,2018-04-09,upper,6618.015361193202,2018-04-09 22:42:00-04:00,70.5
69,2018-04-10,upper,6674.120573515432,2018-04-12 09:59:00-04:00,11.75
70,2018-04-11,upper,6690.253399853834,2018-04-12 10:22:00-04:00,47.25
71,2018-04-12,upper,6742.225463751627,2018-04-17 02:19:00-04:00,8.5
73,2018-04-16,upper,6747.283059462454,2018-04-17 06:13:00-04:00,11.25
72,2018-04-13,upper,6791.429923534902,2018-04-17 10:54:00-04:00,29.5
75,2018-04-18,lower,6754.992006121582,2018-04-20 03:30:00-04:00,14.25
76,2018-04-19,lower,6744.784812561076,2018-04-20 03:35:00-04:00,14.25
78,2018-04-23,lower,6615.554947578565,2018-04-24 10:24:00-04:00,48.0
80,2018-04-25,upper,6618.426920574853,2018-04-26 10:04:00-04:00,35.75
78,2018-04-23,upper,6767.945052421435,2018-04-27 08:47:00-04:00,15.25
86,2018-05-03,upper,6692.836225843241,2018-05-04 10:25:00-04:00,53.5
77,2018-04-20,upper,6828.16377343615,2018-05-07 00:30:00-04:00,8.5
92,2018-05-11,upper,7007.349699090812,2018-05-14 10:30:00-04:00,27.25
93,2018-05-14,lower,6928.543047509258,2018-05-15 08:39:00-04:00,21.0
92,2018-05-11,lower,6900.775300909188,2018-05-15 09:32:00-04:00,47.75
91,2018-05-10,lower,6870.515226696004,2018-05-15 09:55:00-04:00,47.75
95,2018-05-16,upper,6960.568010688974,2018-05-17 10:57:00-04:00,19.5
98,2018-05-21,lower,6878.121273342689,2018-05-22 21:51:00-04:00,10.25
99,2018-05-22,lower,6869.126676304564,2018-05-22 23:06:00-04:00,10.25
96,2018-05-17,lower,6862.149696078842,2018-05-23 03:24:00-04:00,12.0
95,2018-05-16,lower,6851.181989311026,2018-05-23 03:30:00-04:00,12.0
94,2018-05-15,lower,6829.859454475612,2018-05-23 05:42:00-04:00,18.0
97,2018-05-18,lower,6830.651133686588,2018-05-23 05:42:00-04:00,18.0
94,2018-05-15,upper,6971.765545524388,2018-05-24 03:19:00-04:00,16.5
96,2018-05-17,upper,6973.725303921158,2018-05-24 03:19:00-04:00,16.5
98,2018-05-21,upper,6988.503726657311,2018-05-24 21:33:00-04:00,11.75
99,2018-05-22,upper,7003.623323695436,2018-05-24 21:34:00-04:00,11.75
103,2018-05-28,lower,6935.904766379892,2018-05-29 02:47:00-04:00,12.75
102,2018-05-25,lower,6899.922722627305,2018-05-29 04:32:00-04:00,29.25
93,2018-05-14,upper,7036.581952490742,2018-06-01 09:55:00-04:00,21.75
106,2018-05-31,upper,7034.913711385827,2018-06-01 09:55:00-04:00,21.75
107,2018-06-01,upper,7092.43659505992,2018-06-03 20:18:00-04:00,15.5
108,2018-06-04,upper,7156.635231374005,2018-06-05 04:00:00-04:00,16.0
110,2018-06-06,upper,7231.326699234774,2018-06-07 02:32:00-04:00,3.25
110,2018-06-06,lower,7113.548300765226,2018-06-08 04:10:00-04:00,27.25
112,2018-06-08,upper,7194.487916844135,2018-06-11 09:46:00-04:00,11.0
114,2018-06-12,upper,7254.301705073458,2018-06-12 20:23:00-04:00,5.25
111,2018-06-07,upper,7269.677208812118,2018-06-13 10:20:00-04:00,15.0
115,2018-06-13,upper,7303.289655676041,2018-06-14 10:20:00-04:00,33.0
117,2018-06-15,lower,7214.541889345101,2018-06-18 09:34:00-04:00,15.0
116,2018-06-14,lower,7207.821104982877,2018-06-18 21:55:00-04:00,13.25
115,2018-06-13,lower,7199.085344323959,2018-06-18 22:11:00-04:00,30.75
118,2018-06-18,lower,7172.345652503716,2018-06-19 03:07:00-04:00,18.0
114,2018-06-12,lower,7161.698294926542,2018-06-19 10:30:00-04:00,45.75
119,2018-06-19,upper,7262.911183414944,2018-06-19 20:02:00-04:00,14.25
118,2018-06-18,upper,7287.904347496284,2018-06-20 08:54:00-04:00,10.25
116,2018-06-14,upper,7342.428895017123,2018-06-20 21:57:00-04:00,9.75
120,2018-06-20,upper,7343.719569612136,2018-06-20 21:57:00-04:00,9.75
120,2018-06-20,lower,7237.780430387864,2018-06-21 10:22:00-04:00,32.25
121,2018-06-21,lower,7198.555087663368,2018-06-22 10:34:00-04:00,54.5
122,2018-06-22,lower,7161.205449367277,2018-06-25 05:03:00-04:00,20.25
113,2018-06-11,lower,7127.38217917601,2018-06-25 09:39:00-04:00,15.0
119,2018-06-19,lower,7107.463816585056,2018-06-25 10:03:00-04:00,58.0
112,2018-06-08,lower,7092.637083155865,2018-06-25 10:12:00-04:00,58.0
126,2018-06-28,upper,7076.796525590399,2018-06-28 22:36:00-04:00,18.5
127,2018-06-29,lower,7021.939275551633,2018-07-02 02:24:00-04:00,24.25
127,2018-06-29,upper,7161.685724448367,2018-07-03 07:36:00-04:00,14.0
131,2018-07-05,upper,7154.980786813723,2018-07-06 01:32:00-04:00,37.5
124,2018-06-26,upper,7169.8256782714725,2018-07-06 10:12:00-04:00,39.25
123,2018-06-25,upper,7245.184324224052,2018-07-08 20:08:00-04:00,8.25
133,2018-07-09,upper,7333.438705783388,2018-07-09 20:54:00-04:00,7.0
135,2018-07-11,upper,7328.303579632185,2018-07-12 10:07:00-04:00,31.0
122,2018-06-22,upper,7339.794550632723,2018-07-12 10:28:00-04:00,31.0
121,2018-06-21,upper,7406.569912336632,2018-07-12 23:46:00-04:00,5.75
140,2018-07-18,lower,7346.6858821268015,2018-07-22 21:00:00-04:00,18.5
142,2018-07-20,lower,7339.022912419565,2018-07-22 21:42:00-04:00,18.5
141,2018-07-19,lower,7317.598652863049,2018-07-23 09:40:00-04:00,11.0
142,2018-07-20,upper,7438.102087580435,2018-07-23 19:52:00-04:00,10.5
137,2018-07-13,upper,7442.534348931817,2018-07-23 21:45:00-04:00,7.5
141,2018-07-19,upper,7443.276347136951,2018-07-23 21:45:00-04:00,7.5
138,2018-07-16,upper,7446.894584057618,2018-07-23 22:59:00-04:00,14.75
140,2018-07-18,upper,7478.0641178731985,2018-07-24 09:36:00-04:00,18.75
136,2018-07-12,lower,7226.908261951898,2018-07-30 09:44:00-04:00,20.5
139,2018-07-17,lower,7230.34528216633,2018-07-30 09:44:00-04:00,20.5
153,2018-08-06,upper,7459.432390640652,2018-08-06 23:02:00-04:00,5.5
146,2018-07-26,upper,7482.682503501307,2018-08-07 09:35:00-04:00,5.0
156,2018-08-09,lower,7424.720023865139,2018-08-10 06:04:00-04:00,21.0
154,2018-08-07,lower,7413.1515343948895,2018-08-10 10:04:00-04:00,28.75
157,2018-08-10,lower,7372.920652415312,2018-08-15 10:00:00-04:00,44.5
158,2018-08-13,lower,7371.422048658076,2018-08-15 10:00:00-04:00,44.5
159,2018-08-14,lower,7360.378719596196,2018-08-15 10:00:00-04:00,44.5
153,2018-08-06,lower,7345.192609359348,2018-08-15 10:05:00-04:00,44.5
152,2018-08-03,lower,7324.042209470524,2018-08-15 10:29:00-04:00,44.5
161,2018-08-16,lower,7360.173904777643,2018-08-17 08:08:00-04:00,10.25
164,2018-08-21,lower,7352.896833553673,2018-08-21 19:14:00-04:00,18.5
165,2018-08-22,upper,7452.447510363063,2018-08-23 09:42:00-04:00,7.25
163,2018-08-20,upper,7463.365513188715,2018-08-23 09:49:00-04:00,7.25
164,2018-08-21,upper,7463.978166446327,2018-08-23 09:49:00-04:00,7.25
161,2018-08-16,upper,7466.576095222357,2018-08-23 09:53:00-04:00,7.25
157,2018-08-10,upper,7480.329347584688,2018-08-24 10:35:00-04:00,19.0
160,2018-08-15,upper,7486.53136055269,2018-08-24 10:45:00-04:00,19.0
154,2018-08-07,upper,7522.8484656051105,2018-08-26 19:44:00-04:00,18.75
156,2018-08-09,upper,7534.904976134861,2018-08-27 09:30:00-04:00,8.25
168,2018-08-27,upper,7599.9516883498845,2018-08-28 22:28:00-04:00,5.25
169,2018-08-28,upper,7634.351839522623,2018-08-29 10:41:00-04:00,30.25
173,2018-09-03,lower,7633.061168833607,2018-09-04 07:41:00-04:00,14.5
171,2018-08-30,lower,7604.500703523443,2018-09-04 09:39:00-04:00,9.5
172,2018-08-31,lower,7588.051325303866,2018-09-04 09:42:00-04:00,9.5
174,2018-09-04,lower,7549.8898326392355,2018-09-05 10:01:00-04:00,69.5
169,2018-08-28,lower,7539.273160477377,2018-09-05 10:02:00-04:00,69.5
170,2018-08-29,lower,7542.660072927727,2018-09-05 10:02:00-04:00,69.5
168,2018-08-27,lower,7472.1733116501155,2018-09-06 10:12:00-04:00,55.25
175,2018-09-05,lower,7476.605387816969,2018-09-06 10:12:00-04:00,55.25
167,2018-08-24,lower,7401.824362995334,2018-09-07 09:00:00-04:00,40.25
179,2018-09-11,upper,7527.395003291416,2018-09-12 03:47:00-04:00,7.0
177,2018-09-07,upper,7527.9003965509155,2018-09-12 03:48:00-04:00,7.0
178,2018-09-10,upper,7547.622652900693,2018-09-13 09:32:00-04:00,20.5
180,2018-09-12,upper,7571.28304460421,2018-09-13 09:43:00-04:00,20.5
176,2018-09-06,upper,7612.28905045813,2018-09-14 02:25:00-04:00,10.5
181,2018-09-13,upper,7616.4399418532485,2018-09-14 02:28:00-04:00,10.5
182,2018-09-14,lower,7544.14004620946,2018-09-17 09:36:00-04:00,8.75
184,2018-09-18,upper,7584.795092564204,2018-09-20 09:43:00-04:00,21.5
183,2018-09-17,upper,7631.354115860666,2018-09-21 02:47:00-04:00,8.75
186,2018-09-20,lower,7499.12113621541,2018-09-24 09:31:00-04:00,9.25
187,2018-09-21,upper,7688.758399715875,2018-09-30 19:08:00-04:00,16.0
192,2018-09-28,upper,7692.848829541818,2018-09-30 19:24:00-04:00,16.0
175,2018-09-05,upper,7702.894612183031,2018-09-30 22:17:00-04:00,8.0
174,2018-09-04,upper,7704.8601673607645,2018-09-30 22:23:00-04:00,8.0
173,2018-09-03,upper,7709.313831166393,2018-09-30 22:32:00-04:00,8.0
191,2018-09-27,upper,7713.619433421061,2018-10-01 03:48:00-04:00,7.5
193,2018-10-01,lower,7641.621028945046,2018-10-02 04:46:00-04:00,15.25
195,2018-10-03,lower,7629.524241982807,2018-10-03 21:36:00-04:00,16.25
194,2018-10-02,lower,7588.947492919474,2018-10-04 09:40:00-04:00,19.0
192,2018-09-28,lower,7579.776170458182,2018-10-04 09:41:00-04:00,19.0
191,2018-09-27,lower,7560.755566578939,2018-10-04 10:20:00-04:00,56.25
190,2018-09-26,lower,7545.196349324198,2018-10-04 10:25:00-04:00,56.25
198,2018-10-08,lower,7286.224538054712,2018-10-10 09:50:00-04:00,23.5
199,2018-10-09,lower,7283.018140223528,2018-10-10 09:50:00-04:00,23.5
208,2018-10-22,lower,7032.3496815496055,2018-10-23 05:17:00-04:00,17.5
203,2018-10-15,lower,7000.761047057629,2018-10-23 09:30:00-04:00,20.5
211,2018-10-25,lower,6762.610909414232,2018-10-26 05:25:00-04:00,37.25
214,2018-10-30,upper,6889.683844244571,2018-10-31 04:37:00-04:00,21.25
215,2018-10-31,upper,7089.567462295751,2018-11-02 01:04:00-04:00,63.75
216,2018-11-01,upper,7104.642675752431,2018-11-02 02:06:00-04:00,36.0
217,2018-11-02,lower,6903.866612075746,2018-11-05 09:44:00-05:00,17.75
218,2018-11-05,upper,7081.0047610942565,2018-11-07 03:20:00-05:00,22.0
219,2018-11-06,upper,7094.245089541209,2018-11-07 03:45:00-05:00,22.0
221,2018-11-08,lower,7094.461029890275,2018-11-09 06:37:00-05:00,24.75
220,2018-11-07,lower,6976.819470200613,2018-11-12 09:32:00-05:00,41.75
215,2018-10-31,lower,6812.432537704249,2018-11-12 19:44:00-05:00,21.75
218,2018-11-05,lower,6806.8702389057435,2018-11-12 19:44:00-05:00,21.75
227,2018-11-16,lower,6729.6333303671845,2018-11-19 10:34:00-05:00,76.75
214,2018-10-30,lower,6537.816155755429,2018-11-20 08:40:00-05:00,54.25
229,2018-11-20,upper,6638.488855974993,2018-11-21 09:31:00-05:00,25.0
230,2018-11-21,lower,6499.389445867615,2018-11-23 08:43:00-05:00,17.5
231,2018-11-22,upper,6623.8814122187305,2018-11-26 03:15:00-05:00,24.25
232,2018-11-23,upper,6655.437697558632,2018-11-26 09:59:00-05:00,18.75
233,2018-11-26,upper,6735.842929241806,2018-11-28 01:10:00-05:00,7.0
242,2018-12-10,upper,6741.269055832232,2018-12-11 05:53:00-05:00,29.5
244,2018-12-12,lower,6708.373377780335,2018-12-13 20:03:00-05:00,32.75
245,2018-12-13,lower,6708.7658878650445,2018-12-13 20:03:00-05:00,32.75
234,2018-11-27,lower,6528.160513975401,2018-12-17 09:53:00-05:00,28.5
254,2018-12-27,upper,6340.354224240451,2018-12-27 23:30:00-05:00,18.0
256,2018-12-31,lower,6238.169923802291,2019-01-02 03:03:00-05:00,28.75
255,2018-12-28,lower,6185.839423975138,2019-01-02 03:22:00-05:00,28.75
250,2018-12-20,upper,6469.258199892534,2019-01-06 19:03:00-05:00,15.25
256,2018-12-31,upper,6465.205076197709,2019-01-06 19:03:00-05:00,15.25
265,2019-01-14,upper,6623.795237270195,2019-01-15 09:36:00-05:00,18.75
249,2018-12-19,upper,6661.077467806572,2019-01-15 10:00:00-05:00,79.25
263,2019-01-10,upper,6658.400453387424,2019-01-15 10:00:00-05:00,79.25
264,2019-01-11,upper,6668.516077014737,2019-01-15 10:02:00-05:00,79.25
247,2018-12-17,upper,6698.710922106751,2019-01-16 09:33:00-05:00,8.25
266,2019-01-15,upper,6720.912585668611,2019-01-16 09:46:00-05:00,8.25
267,2019-01-16,lower,6615.187968301361,2019-01-17 03:16:00-05:00,19.0
267,2019-01-16,upper,6785.562031698639,2019-01-18 09:28:00-05:00,12.75
273,2019-01-24,upper,6774.122767182309,2019-01-25 10:02:00-05:00,30.75
272,2019-01-23,upper,6782.178267459183,2019-01-25 10:09:00-05:00,30.75
274,2019-01-25,lower,6680.472121266195,2019-01-28 09:33:00-05:00,12.75
276,2019-01-29,lower,6621.250354668582,2019-01-29 10:57:00-05:00,43.5
282,2019-02-06,lower,6927.889636332791,2019-02-07 09:30:00-05:00,15.5
283,2019-02-07,upper,7011.94860488138,2019-02-12 10:58:00-05:00,34.5
286,2019-02-12,upper,7043.27827199871,2019-02-12 19:12:00-05:00,13.5
281,2019-02-05,upper,7058.524825242923,2019-02-13 01:18:00-05:00,8.25
287,2019-02-13,lower,6981.2659991287555,2019-02-14 09:31:00-05:00,58.0
288,2019-02-14,upper,7071.945814887033,2019-02-15 09:28:00-05:00,27.5
282,2019-02-06,upper,7103.860363667209,2019-02-20 10:40:00-05:00,21.75
290,2019-02-18,upper,7110.376430518732,2019-02-20 22:40:00-05:00,29.0
291,2019-02-19,upper,7111.280173650113,2019-02-20 22:40:00-05:00,29.0
290,2019-02-18,lower,7026.498569481268,2019-02-21 09:45:00-05:00,20.75
292,2019-02-20,lower,7028.562500307805,2019-02-21 09:45:00-05:00,20.75
292,2019-02-20,upper,7137.312499692195,2019-02-25 06:24:00-05:00,10.75
289,2019-02-15,upper,7144.790488080103,2019-02-25 08:47:00-05:00,8.25
295,2019-02-25,lower,7101.039941058964,2019-02-25 20:28:00-05:00,11.75
302,2019-03-06,lower,7097.747854027111,2019-03-06 19:05:00-05:00,12.5
301,2019-03-05,lower,7088.7027966258065,2019-03-07 02:04:00-05:00,5.0
296,2019-02-26,lower,7038.961093836613,2019-03-07 09:52:00-05:00,21.25
298,2019-02-28,lower,7039.805088038031,2019-03-07 09:52:00-05:00,21.25
289,2019-02-15,lower,6998.584511919897,2019-03-08 08:30:00-05:00,11.75
297,2019-02-27,lower,7001.408073618603,2019-03-08 08:30:00-05:00,11.75
303,2019-03-07,lower,6988.053107921589,2019-03-08 08:31:00-05:00,11.75
291,2019-02-19,lower,6981.344826349887,2019-03-08 09:00:00-05:00,35.0
306,2019-03-12,upper,7262.804382013026,2019-03-13 08:00:00-04:00,15.5
308,2019-03-14,upper,7332.254555376385,2019-03-15 09:56:00-04:00,17.5
309,2019-03-15,upper,7364.223578148492,2019-03-18 09:58:00-04:00,11.0
311,2019-03-19,lower,7337.82254636648,2019-03-24 20:24:00-04:00,10.0
312,2019-03-20,lower,7323.372814727505,2019-03-24 20:36:00-04:00,10.0
313,2019-03-21,lower,7320.096737468441,2019-03-24 20:37:00-04:00,10.0
315,2019-03-25,upper,7433.512851730817,2019-03-26 09:57:00-04:00,16.0
317,2019-03-27,upper,7455.804037375222,2019-03-31 19:05:00-04:00,26.0
321,2019-04-02,upper,7556.688231456711,2019-04-02 21:45:00-04:00,41.5
314,2019-03-22,upper,7571.935485980624,2019-04-03 03:32:00-04:00,6.25
326,2019-04-09,upper,7658.0460071098805,2019-04-10 19:42:00-04:00,6.75
327,2019-04-10,upper,7657.600879389686,2019-04-10 19:42:00-04:00,6.75
329,2019-04-12,lower,7599.4532325090695,2019-04-15 10:43:00-04:00,19.5
328,2019-04-11,upper,7699.333072790703,2019-04-16 21:59:00-04:00,16.25
330,2019-04-15,upper,7708.943373859822,2019-04-17 08:03:00-04:00,8.75
331,2019-04-16,upper,7730.394273932708,2019-04-17 09:23:00-04:00,17.25
333,2019-04-18,upper,7772.171559230863,2019-04-23 09:44:00-04:00,9.5
332,2019-04-17,upper,7789.432332547307,2019-04-23 10:04:00-04:00,45.0
336,2019-04-24,lower,7773.931429214922,2019-04-26 09:43:00-04:00,38.5
339,2019-04-29,lower,7787.768622292595,2019-04-29 21:00:00-04:00,9.75
328,2019-04-11,lower,7578.916927209297,2019-05-09 02:52:00-04:00,22.75
330,2019-04-15,lower,7575.056626140178,2019-05-09 02:52:00-04:00,22.75
327,2019-04-10,lower,7553.774120610314,2019-05-09 08:49:00-04:00,18.25
346,2019-05-08,lower,7531.209619502675,2019-05-09 09:43:00-04:00,30.75
347,2019-05-09,upper,7651.573096473161,2019-05-09 20:24:00-04:00,28.25
347,2019-05-09,lower,7422.426903526839,2019-05-13 08:14:00-04:00,35.25
350,2019-05-14,upper,7481.289402916763,2019-05-15 10:42:00-04:00,58.25
353,2019-05-17,lower,7446.417643630048,2019-05-20 06:14:00-04:00,20.0
352,2019-05-16,lower,7420.153305477888,2019-05-20 06:26:00-04:00,20.0
355,2019-05-21,lower,7371.647120555797,2019-05-23 02:07:00-04:00,13.75
356,2019-05-22,lower,7352.542250373677,2019-05-23 03:10:00-04:00,24.5
354,2019-05-20,lower,7312.929449834561,2019-05-23 09:45:00-04:00,25.5
359,2019-05-27,upper,7364.662584484247,2019-05-28 09:39:00-04:00,23.5
358,2019-05-24,lower,7278.526693405793,2019-05-28 20:09:00-04:00,14.0
351,2019-05-15,lower,7258.772250513976,2019-05-28 20:12:00-04:00,14.0
357,2019-05-23,lower,7259.372346804601,2019-05-28 20:12:00-04:00,14.0
359,2019-05-27,lower,7264.587415515753,2019-05-28 20:12:00-04:00,14.0
360,2019-05-28,lower,7260.096672759144,2019-05-28 20:12:00-04:00,14.0
362,2019-05-30,lower,7176.495656589786,2019-05-31 03:05:00-04:00,15.75
361,2019-05-29,lower,7155.648976688797,2019-05-31 03:53:00-04:00,15.75
364,2019-06-03,upper,7224.946166549782,2019-06-05 05:27:00-04:00,13.25
363,2019-05-31,upper,7232.539676526665,2019-06-05 05:31:00-04:00,13.25
367,2019-06-06,upper,7306.2149127648445,2019-06-07 04:08:00-04:00,15.25
362,2019-05-30,upper,7318.629343410214,2019-06-07 06:53:00-04:00,8.75
361,2019-05-29,upper,7320.976023311203,2019-06-07 06:59:00-04:00,8.75
366,2019-06-05,upper,7325.629743750348,2019-06-07 08:50:00-04:00,12.25
357,2019-05-23,upper,7409.752653195399,2019-06-07 10:34:00-04:00,71.25
360,2019-05-28,upper,7417.403327240856,2019-06-07 10:40:00-04:00,71.25
358,2019-05-24,upper,7436.098306594207,2019-06-07 10:57:00-04:00,71.25
354,2019-05-20,upper,7490.945550165439,2019-06-10 09:33:00-04:00,15.5
356,2019-05-22,upper,7514.957749626323,2019-06-10 09:42:00-04:00,15.5
355,2019-05-21,upper,7524.477879444203,2019-06-10 10:06:00-04:00,58.25
369,2019-06-10,upper,7584.364849485702,2019-06-11 08:35:00-04:00,10.75
373,2019-06-14,upper,7560.9113085016415,2019-06-17 09:53:00-04:00,17.25
371,2019-06-12,upper,7570.924729812347,2019-06-17 09:55:00-04:00,17.25
372,2019-06-13,upper,7584.937138920871,2019-06-18 04:18:00-04:00,25.75
374,2019-06-17,upper,7620.4344029936965,2019-06-18 06:40:00-04:00,10.25
370,2019-06-11,upper,7662.43816592718,2019-06-18 09:40:00-04:00,13.5
376,2019-06-19,upper,7748.238854969065,2019-06-19 21:09:00-04:00,15.0
375,2019-06-18,upper,7765.55530926014,2019-06-19 23:49:00-04:00,16.5
379,2019-06-24,lower,7702.584942229007,2019-06-25 10:22:00-04:00,43.25
378,2019-06-21,lower,7687.89774341991,2019-06-25 10:50:00-04:00,43.25
379,2019-06-24,upper,7829.290057770993,2019-07-01 03:03:00-04:00,13.75
385,2019-07-02,upper,7845.729041524407,2019-07-03 03:15:00-04:00,7.25
377,2019-06-20,upper,7864.7414727131645,2019-07-03 04:55:00-04:00,24.75
387,2019-07-04,lower,7857.780845939943,2019-07-05 08:30:00-04:00,10.75
386,2019-07-03,lower,7791.326459544721,2019-07-08 09:37:00-04:00,9.25
388,2019-07-05,lower,7762.717990386845,2019-07-08 23:23:00-04:00,12.0
384,2019-07-01,lower,7751.393282055672,2019-07-09 03:43:00-04:00,17.5
389,2019-07-08,upper,7873.192209136437,2019-07-10 08:33:00-04:00,10.75
388,2019-07-05,upper,7888.532009613155,2019-07-10 08:36:00-04:00,10.75
384,2019-07-01,upper,7913.106717944328,2019-07-10 09:32:00-04:00,84.75
387,2019-07-04,upper,7937.219154060057,2019-07-10 09:48:00-04:00,84.75
392,2019-07-11,upper,7994.358280096334,2019-07-15 19:54:00-04:00,5.25
399,2019-07-22,upper,7959.990078487765,2019-07-23 08:08:00-04:00,10.25
403,2019-07-26,lower,7941.555932796677,2019-07-30 07:31:00-04:00,13.75
389,2019-07-08,lower,7742.182790863563,2019-08-02 03:50:00-04:00,17.75
390,2019-07-09,lower,7705.005158577311,2019-08-02 10:08:00-04:00,85.0
408,2019-08-02,lower,7636.544656962058,2019-08-04 21:35:00-04:00,19.75
411,2019-08-07,upper,7582.281783028347,2019-08-07 21:24:00-04:00,20.0
409,2019-08-05,upper,7617.434691441897,2019-08-08 09:05:00-04:00,21.75
410,2019-08-06,upper,7614.288242813922,2019-08-08 09:05:00-04:00,21.75
414,2019-08-12,lower,7521.640114106753,2019-08-13 05:30:00-04:00,27.25
414,2019-08-12,upper,7694.484885893247,2019-08-13 09:46:00-04:00,25.5
417,2019-08-15,upper,7624.934694968692,2019-08-16 10:59:00-04:00,37.0
418,2019-08-16,upper,7664.75497912878,2019-08-19 01:18:00-04:00,7.5
416,2019-08-14,upper,7698.231790929952,2019-08-19 03:03:00-04:00,29.5
421,2019-08-21,lower,7670.164265236528,2019-08-22 10:35:00-04:00,24.0
422,2019-08-22,lower,7648.5269320504385,2019-08-23 08:25:00-04:00,17.5
419,2019-08-19,lower,7631.648645621291,2019-08-23 09:50:00-04:00,101.5
420,2019-08-20,lower,7631.558906683257,2019-08-23 09:50:00-04:00,101.5
424,2019-08-26,upper,7642.508695258361,2019-08-27 09:06:00-04:00,35.0
426,2019-08-28,upper,7646.212089161028,2019-08-29 03:13:00-04:00,10.75
425,2019-08-27,upper,7713.9752591962115,2019-08-29 09:33:00-04:00,13.0
423,2019-08-23,upper,7762.221632104627,2019-08-30 05:30:00-04:00,22.75
429,2019-09-02,upper,7734.292320353883,2019-09-04 20:04:00-04:00,7.0
430,2019-09-03,upper,7749.207958554301,2019-09-04 21:02:00-04:00,27.25
431,2019-09-04,upper,7770.337546044502,2019-09-04 21:29:00-04:00,27.25
427,2019-08-29,upper,7781.590202994903,2019-09-04 21:30:00-04:00,27.25
420,2019-08-20,upper,7785.691093316743,2019-09-04 21:31:00-04:00,27.25
413,2019-08-09,upper,7793.271226938899,2019-09-04 21:37:00-04:00,27.25
419,2019-08-19,upper,7805.101354378709,2019-09-04 21:51:00-04:00,27.25
421,2019-08-21,upper,7820.460734763472,2019-09-04 21:59:00-04:00,27.25
428,2019-08-30,upper,7824.208333687415,2019-09-04 22:00:00-04:00,88.25
422,2019-08-22,upper,7843.3480679495615,2019-09-05 09:52:00-04:00,16.25
415,2019-08-13,upper,7854.386960178828,2019-09-05 10:00:00-04:00,44.0
433,2019-09-06,lower,7792.904046735641,2019-09-10 03:41:00-04:00,14.75
435,2019-09-10,upper,7870.113220323607,2019-09-11 10:33:00-04:00,42.0
436,2019-09-11,upper,7921.3221564805135,2019-09-11 19:22:00-04:00,8.25
