level_id,level_date,side,level,touched_at,anchor
432,2019-09-05,upper,7938.40261158739,2019-09-11 19:25:00-04:00,8.25
433,2019-09-06,upper,7939.595953264359,2019-09-11 19:25:00-04:00,8.25
434,2019-09-09,upper,7944.259560974863,2019-09-11 19:25:00-04:00,8.25
439,2019-09-16,upper,7939.129790605412,2019-09-19 09:32:00-04:00,39.25
440,2019-09-17,upper,7944.690188223614,2019-09-19 09:32:00-04:00,39.25
441,2019-09-18,upper,7954.424124244044,2019-09-19 09:36:00-04:00,39.25
444,2019-09-23,upper,7904.190003267094,2019-09-23 19:02:00-04:00,8.5
435,2019-09-10,lower,7698.761779676393,2019-09-25 04:49:00-04:00,30.5
449,2019-09-30,upper,7806.146137609452,2019-09-30 21:02:00-04:00,25.25
450,2019-10-01,lower,7689.38138584795,2019-10-02 03:10:00-04:00,17.0
449,2019-09-30,lower,7648.353862390548,2019-10-02 04:44:00-04:00,51.5
446,2019-09-25,lower,7610.409579793959,2019-10-02 09:38:00-04:00,25.0
431,2019-09-04,lower,7600.412453955498,2019-10-02 09:53:00-04:00,25.0
452,2019-10-03,upper,7686.64445205237,2019-10-04 08:31:00-04:00,15.75
454,2019-10-07,lower,7665.2128056712345,2019-10-08 09:39:00-04:00,19.0
456,2019-10-09,upper,7763.794102950359,2019-10-10 10:54:00-04:00,75.5
455,2019-10-08,upper,7773.449807936275,2019-10-10 10:57:00-04:00,75.5
454,2019-10-07,upper,7817.0371943287655,2019-10-11 04:10:00-04:00,18.75
457,2019-10-10,upper,7816.801037077112,2019-10-11 04:10:00-04:00,18.75
447,2019-09-26,upper,7884.881813648036,2019-10-11 09:49:00-04:00,12.5
448,2019-09-27,upper,7885.897479540845,2019-10-11 09:49:00-04:00,12.5
459,2019-10-14,upper,7922.282429616186,2019-10-15 10:27:00-04:00,30.75
458,2019-10-11,upper,7943.843644046412,2019-10-15 10:40:00-04:00,30.75
445,2019-09-24,upper,7950.682805928566,2019-10-15 10:56:00-04:00,30.75
460,2019-10-15,upper,7971.955612648202,2019-10-17 05:31:00-04:00,18.75
443,2019-09-20,upper,7986.951446281968,2019-10-17 05:34:00-04:00,18.75
461,2019-10-16,upper,7985.241452461576,2019-10-17 05:34:00-04:00,18.75
462,2019-10-17,lower,7912.521825537877,2019-10-18 10:35:00-04:00,23.5
464,2019-10-21,upper,7986.401104246743,2019-10-22 09:34:00-04:00,10.25
466,2019-10-23,upper,7934.28716641723,2019-10-24 03:15:00-04:00,14.0
463,2019-10-18,upper,8007.758089508419,2019-10-25 10:50:00-04:00,46.25
470,2019-10-29,lower,8030.131719428886,2019-10-30 10:03:00-04:00,35.25
469,2019-10-28,lower,8021.348177926654,2019-10-30 10:04:00-04:00,35.25
469,2019-10-28,upper,8143.651822073346,2019-11-01 09:54:00-04:00,35.5
472,2019-10-31,upper,8184.4999706264025,2019-11-03 21:37:00-05:00,10.25
473,2019-11-01,upper,8206.423598005367,2019-11-04 05:02:00-05:00,11.25
476,2019-11-06,upper,8264.95911284065,2019-11-07 10:16:00-05:00,27.0
479,2019-11-11,upper,8281.578124415639,2019-11-12 10:19:00-05:00,21.75
478,2019-11-08,upper,8282.358070710947,2019-11-12 10:20:00-05:00,21.75
475,2019-11-05,upper,8288.247810213234,2019-11-12 10:37:00-05:00,21.75
482,2019-11-14,upper,8303.323514829619,2019-11-14 20:15:00-05:00,34.5
477,2019-11-07,upper,8306.876726080602,2019-11-14 21:56:00-05:00,10.75
481,2019-11-13,upper,8308.599787545481,2019-11-15 08:48:00-05:00,11.75
480,2019-11-12,upper,8325.258197873129,2019-11-18 02:16:00-05:00,5.0
483,2019-11-15,upper,8366.008839006541,2019-11-18 02:17:00-05:00,5.0
484,2019-11-18,upper,8363.69098040014,2019-11-19 03:23:00-05:00,6.25
485,2019-11-19,lower,8296.92587972569,2019-11-20 03:54:00-05:00,24.75
487,2019-11-21,upper,8337.282692203938,2019-11-25 09:34:00-05:00,14.5
488,2019-11-22,upper,8354.591379426907,2019-11-25 10:06:00-05:00,42.5
485,2019-11-19,upper,8414.82412027431,2019-11-25 20:46:00-05:00,21.25
489,2019-11-25,upper,8400.926662617732,2019-11-25 20:46:00-05:00,21.25
492,2019-11-28,lower,8403.609446385071,2019-12-02 09:30:00-05:00,19.75
493,2019-11-29,lower,8382.432578571777,2019-12-02 09:38:00-05:00,19.75
491,2019-11-27,lower,8363.173461706589,2019-12-02 09:40:00-05:00,19.75
490,2019-11-26,lower,8329.121331876755,2019-12-02 10:00:00-05:00,78.5
494,2019-12-02,lower,8261.172082087238,2019-12-03 07:45:00-05:00,21.0
489,2019-11-25,lower,8249.698337382268,2019-12-03 08:11:00-05:00,40.5
487,2019-11-21,lower,8216.717307796062,2019-12-03 09:04:00-05:00,40.0
488,2019-11-22,lower,8214.408620573093,2019-12-03 09:06:00-05:00,40.0
480,2019-11-12,lower,8199.616802126871,2019-12-03 09:30:00-05:00,40.0
481,2019-11-13,lower,8188.025212454519,2019-12-03 09:31:00-05:00,40.0
482,2019-11-14,lower,8189.676485170381,2019-12-03 09:31:00-05:00,40.0
477,2019-11-07,lower,8184.373273919398,2019-12-03 09:48:00-05:00,40.0
495,2019-12-03,upper,8288.801957918473,2019-12-04 04:07:00-05:00,27.25
496,2019-12-04,upper,8372.8689328482,2019-12-06 08:41:00-05:00,13.5
499,2019-12-09,lower,8329.83248049312,2019-12-10 03:52:00-05:00,6.0
498,2019-12-06,lower,8313.651757845686,2019-12-10 06:27:00-05:00,14.75
498,2019-12-06,upper,8437.348242154314,2019-12-12 09:38:00-05:00,22.0
501,2019-12-11,upper,8446.178824150378,2019-12-12 09:38:00-05:00,22.0
491,2019-11-27,upper,8462.576538293411,2019-12-12 09:39:00-05:00,22.0
500,2019-12-10,upper,8453.677172524822,2019-12-12 09:39:00-05:00,22.0
499,2019-12-09,upper,8465.79251950688,2019-12-12 10:00:00-05:00,83.75
492,2019-11-28,upper,8478.390553614929,2019-12-12 10:01:00-05:00,83.75
493,2019-11-29,upper,8478.067421428223,2019-12-12 10:01:00-05:00,83.75
502,2019-12-12,upper,8544.400039693046,2019-12-13 05:31:00-05:00,9.0
503,2019-12-13,upper,8594.903059526845,2019-12-16 09:45:00-05:00,9.5
508,2019-12-20,upper,8756.55477276877,2019-12-26 09:45:00-05:00,12.75
512,2019-12-27,lower,8742.97249466529,2019-12-30 09:38:00-05:00,13.25
514,2020-01-02,lower,8743.715344071625,2020-01-03 05:56:00-05:00,33.5
515,2020-01-03,upper,8881.00840595395,2020-01-06 21:23:00-05:00,14.0
515,2020-01-03,lower,8696.61659404605,2020-01-07 19:32:00-05:00,120.25
509,2019-12-23,lower,8685.372862250453,2020-01-07 19:38:00-05:00,120.25
511,2019-12-26,lower,8689.775988051686,2020-01-07 19:38:00-05:00,120.25
524,2020-01-16,upper,9163.275526241003,2020-01-17 04:51:00-05:00,17.75
526,2020-01-20,lower,9121.972242453598,2020-01-20 21:35:00-05:00,39.75
526,2020-01-20,upper,9212.777757546402,2020-01-21 21:51:00-05:00,11.5
527,2020-01-21,upper,9221.951137059525,2020-01-21 21:51:00-05:00,11.5
525,2020-01-17,upper,9236.007077102986,2020-01-22 01:06:00-05:00,7.5
528,2020-01-22,lower,9157.475099792833,2020-01-23 09:35:00-05:00,17.75
529,2020-01-23,upper,9274.55896358009,2020-01-24 03:07:00-05:00,7.0
523,2020-01-15,lower,8991.946156459002,2020-01-27 05:03:00-05:00,48.0
522,2020-01-14,lower,8990.4850459068,2020-01-27 05:12:00-05:00,48.0
520,2020-01-10,lower,8961.298613170124,2020-01-27 05:21:00-05:00,48.0
521,2020-01-13,lower,8950.865943718176,2020-01-27 06:00:00-05:00,47.75
519,2020-01-09,lower,8937.7482854863,2020-01-27 09:30:00-05:00,21.25
531,2020-01-27,upper,9053.02925865888,2020-01-28 10:25:00-05:00,38.75
533,2020-01-29,lower,9012.488205660382,2020-01-30 02:06:00-05:00,19.5
536,2020-02-03,upper,9218.804595713065,2020-02-04 03:23:00-05:00,28.0
533,2020-01-29,upper,9252.011794339618,2020-02-04 07:40:00-05:00,19.0
535,2020-01-31,upper,9289.789046206857,2020-02-04 10:40:00-05:00,49.0
528,2020-01-22,upper,9294.399900207167,2020-02-04 10:42:00-05:00,49.0
538,2020-02-05,upper,9567.69569543655,2020-02-10 20:45:00-05:00,32.5
544,2020-02-13,upper,9650.077889608092,2020-02-13 22:02:00-05:00,21.0
543,2020-02-12,upper,9673.031877068039,2020-02-16 20:47:00-05:00,13.25
542,2020-02-11,upper,9676.808177323495,2020-02-17 00:41:00-05:00,4.25
547,2020-02-18,upper,9684.604784625351,2020-02-19 07:58:00-05:00,9.5
545,2020-02-14,upper,9706.908512159982,2020-02-19 09:36:00-05:00,8.75
546,2020-02-17,upper,9717.242152893028,2020-02-19 09:55:00-05:00,8.75
543,2020-02-12,lower,9489.093122931961,2020-02-21 09:49:00-05:00,21.5
547,2020-02-18,lower,9500.395215374649,2020-02-21 09:49:00-05:00,21.5
541,2020-02-10,lower,9281.154486973353,2020-02-23 21:27:00-05:00,19.5
537,2020-02-04,lower,9156.767105704166,2020-02-24 04:16:00-05:00,87.0
553,2020-02-26,lower,8724.757467992544,2020-02-26 22:58:00-05:00,50.25
555,2020-02-28,upper,8455.361761076416,2020-03-01 20:31:00-05:00,73.25
559,2020-03-05,lower,8551.275749585217,2020-03-05 22:53:00-05:00,56.25
558,2020-03-04,lower,8518.953269957827,2020-03-06 04:37:00-05:00,67.25
561,2020-03-09,lower,7595.5999259774835,2020-03-12 09:30:00-04:00,4.25
568,2020-03-18,upper,7511.458736501807,2020-03-20 03:26:00-04:00,169.5
567,2020-03-17,upper,7562.472908087322,2020-03-20 03:44:00-04:00,169.5
571,2020-03-23,upper,7322.838733246481,2020-03-24 04:07:00-04:00,60.5
572,2020-03-24,upper,7646.30369503761,2020-03-25 03:59:00-04:00,102.5
569,2020-03-19,upper,7668.104140993251,2020-03-25 04:29:00-04:00,115.75
566,2020-03-16,upper,7684.401914829,2020-03-25 04:47:00-04:00,115.75
570,2020-03-20,upper,7726.54366907242,2020-03-25 05:07:00-04:00,116.25
575,2020-03-27,upper,7888.718408387388,2020-03-30 20:01:00-04:00,31.0
573,2020-03-25,upper,7909.778477294267,2020-03-30 21:02:00-04:00,29.0
576,2020-03-30,upper,7949.624439029813,2020-03-31 05:22:00-04:00,37.5
577,2020-03-31,lower,7578.254553993011,2020-04-01 01:49:00-04:00,38.0
578,2020-04-01,lower,7388.1058233536705,2020-04-02 09:14:00-04:00,145.0
579,2020-04-02,upper,7703.231612359354,2020-04-05 20:17:00-04:00,32.5
578,2020-04-01,upper,7776.1441766463295,2020-04-05 20:31:00-04:00,32.5
580,2020-04-03,upper,7808.464622827671,2020-04-05 20:35:00-04:00,32.5
577,2020-03-31,upper,8151.870446006989,2020-04-07 02:58:00-04:00,72.5
583,2020-04-08,upper,8316.921889912834,2020-04-09 09:43:00-04:00,171.75
585,2020-04-13,upper,8377.974427210953,2020-04-13 21:33:00-04:00,47.0
582,2020-04-07,upper,8503.366634118818,2020-04-14 09:34:00-04:00,40.5
584,2020-04-09,upper,8512.476025798893,2020-04-14 09:35:00-04:00,40.5
587,2020-04-15,upper,8708.551354323605,2020-04-16 10:58:00-04:00,58.5
589,2020-04-17,lower,8627.887119112991,2020-04-20 22:38:00-04:00,49.75
590,2020-04-20,lower,8582.137175759435,2020-04-21 09:37:00-04:00,32.5
588,2020-04-16,lower,8458.051185239154,2020-04-21 10:49:00-04:00,121.75
592,2020-04-22,upper,8752.552576739732,2020-04-23 10:23:00-04:00,81.25
594,2020-04-24,upper,8823.787808365498,2020-04-26 22:06:00-04:00,40.75
591,2020-04-21,upper,8842.999663098304,2020-04-27 00:00:00-04:00,20.5
593,2020-04-23,upper,8898.367238360446,2020-04-28 05:20:00-04:00,21.75
590,2020-04-20,upper,8919.612824240565,2020-04-28 05:26:00-04:00,21.75
595,2020-04-27,lower,8698.205896333413,2020-04-28 10:58:00-04:00,96.5
600,2020-05-04,upper,8892.408305458119,2020-05-05 03:30:00-04:00,23.75
601,2020-05-05,upper,9092.014338145143,2020-05-07 05:36:00-04:00,23.75
598,2020-04-30,upper,9157.354943061793,2020-05-07 20:00:00-04:00,28.75
602,2020-05-06,upper,9164.406582835476,2020-05-07 20:04:00-04:00,28.75
603,2020-05-07,upper,9243.358037197813,2020-05-10 19:33:00-04:00,45.5
605,2020-05-11,lower,9008.407743009884,2020-05-12 19:45:00-04:00,47.0
608,2020-05-14,upper,9130.678190866347,2020-05-15 03:07:00-04:00,25.75
609,2020-05-15,upper,9169.976526088944,2020-05-17 19:04:00-04:00,57.75
607,2020-05-13,upper,9331.220279581725,2020-05-18 10:59:00-04:00,60.5
610,2020-05-18,upper,9425.837628444118,2020-05-20 09:30:00-04:00,20.25
613,2020-05-21,lower,9317.397405779739,2020-05-21 22:54:00-04:00,44.0
612,2020-05-20,lower,9267.835063848652,2020-05-22 01:29:00-04:00,26.0
614,2020-05-22,upper,9515.473595904761,2020-05-25 06:50:00-04:00,16.25
612,2020-05-20,upper,9572.289936151348,2020-05-25 23:54:00-04:00,15.25
614,2020-05-22,lower,9202.026404095239,2020-05-27 10:46:00-04:00,131.5
611,2020-05-19,lower,9182.905269092378,2020-05-27 10:49:00-04:00,131.5
619,2020-05-29,upper,9608.202720566167,2020-06-02 02:29:00-04:00,27.0
615,2020-05-25,upper,9624.147499658488,2020-06-02 03:31:00-04:00,15.0
613,2020-05-21,upper,9633.477594220261,2020-06-02 04:18:00-04:00,33.5
620,2020-06-01,upper,9681.300958053465,2020-06-02 20:45:00-04:00,37.5
616,2020-05-26,upper,9702.493545767029,2020-06-03 10:01:00-04:00,48.75
621,2020-06-02,upper,9728.37040825345,2020-06-04 09:50:00-04:00,40.75
625,2020-06-08,upper,9943.600120332674,2020-06-09 10:45:00-04:00,64.0
626,2020-06-09,upper,10005.261489168231,2020-06-09 21:32:00-04:00,17.0
627,2020-06-10,lower,9906.19433490329,2020-06-11 08:22:00-04:00,45.5
621,2020-06-02,lower,9460.75459174655,2020-06-15 01:36:00-04:00,43.0
620,2020-06-01,lower,9384.324041946535,2020-06-15 02:05:00-04:00,124.5
629,2020-06-12,upper,9998.480141994416,2020-06-16 08:57:00-04:00,36.75
628,2020-06-11,upper,10095.593960731061,2020-06-19 08:36:00-04:00,21.5
633,2020-06-18,upper,10112.119354596121,2020-06-19 09:28:00-04:00,22.0
632,2020-06-17,upper,10164.240165724947,2020-06-23 03:15:00-04:00,56.75
635,2020-06-22,upper,10174.123908644677,2020-06-23 03:16:00-04:00,56.75
627,2020-06-10,upper,10182.93066509671,2020-06-23 03:54:00-04:00,56.75
634,2020-06-19,upper,10230.516390847179,2020-06-23 10:42:00-04:00,42.0
638,2020-06-25,lower,9758.955832485262,2020-06-29 09:41:00-04:00,43.25
640,2020-06-29,upper,10024.81294832396,2020-06-30 01:21:00-04:00,5.5
638,2020-06-25,upper,10189.419167514738,2020-07-01 09:33:00-04:00,68.5
641,2020-07-01,upper,10329.492613096521,2020-07-02 04:27:00-04:00,29.25
636,2020-06-23,upper,10344.29260296773,2020-07-02 08:30:00-04:00,27.5
637,2020-06-24,upper,10378.76301438694,2020-07-02 08:53:00-04:00,27.5
643,2020-07-03,upper,10467.840840343804,2020-07-05 21:46:00-04:00,28.0
642,2020-07-02,upper,10530.716111433376,2020-07-06 10:00:00-04:00,53.5
644,2020-07-06,upper,10645.149837633802,2020-07-06 19:33:00-04:00,30.5
648,2020-07-10,upper,10926.109448111816,2020-07-13 07:06:00-04:00,21.5
647,2020-07-09,lower,10556.529124282211,2020-07-14 08:51:00-04:00,82.5
648,2020-07-10,lower,10495.390551888184,2020-07-14 09:02:00-04:00,164.5
646,2020-07-08,lower,10416.702043158333,2020-07-14 09:52:00-04:00,164.5
645,2020-07-07,lower,10402.458341307061,2020-07-14 09:53:00-04:00,164.5
651,2020-07-15,lower,10513.317772147313,2020-07-16 05:11:00-04:00,68.25
652,2020-07-16,upper,10766.167459552898,2020-07-20 10:27:00-04:00,89.25
654,2020-07-20,lower,10437.617993932472,2020-07-24 02:57:00-04:00,34.0
653,2020-07-17,lower,10405.520316001515,2020-07-24 03:14:00-04:00,63.5
652,2020-07-16,lower,10357.582540447102,2020-07-24 09:37:00-04:00,34.5
644,2020-07-06,lower,10331.725162366198,2020-07-24 09:38:00-04:00,34.5
656,2020-07-22,upper,11023.64486768893,2020-08-03 09:33:00-04:00,19.75
657,2020-07-23,upper,11022.153653034926,2020-08-03 09:33:00-04:00,19.75
663,2020-07-31,upper,11106.176913153135,2020-08-05 02:05:00-04:00,17.0
649,2020-07-13,upper,11129.013825812228,2020-08-05 03:00:00-04:00,32.0
670,2020-08-11,upper,11198.889330594502,2020-08-13 09:31:00-04:00,62.25
671,2020-08-12,upper,11226.37510379692,2020-08-13 09:40:00-04:00,62.25
669,2020-08-10,upper,11308.249889090679,2020-08-17 19:31:00-04:00,11.5
672,2020-08-13,upper,11353.428427392624,2020-08-18 09:35:00-04:00,41.75
668,2020-08-07,upper,11375.79834656539,2020-08-18 09:38:00-04:00,41.75
673,2020-08-14,upper,11369.976296981264,2020-08-18 09:38:00-04:00,41.75
677,2020-08-20,upper,11503.059627482893,2020-08-20 20:00:00-04:00,13.0
675,2020-08-18,upper,11520.947100351841,2020-08-20 21:00:00-04:00,18.75
676,2020-08-19,upper,11549.90659303957,2020-08-21 10:55:00-04:00,55.5
678,2020-08-21,upper,11657.182826359074,2020-08-24 04:00:00-04:00,37.75
680,2020-08-25,upper,11773.882955083516,2020-08-26 06:54:00-04:00,17.75
683,2020-08-28,upper,12175.52827197218,2020-09-01 02:16:00-04:00,18.75
682,2020-08-27,upper,12206.825693556519,2020-09-01 03:21:00-04:00,31.25
684,2020-08-31,upper,12216.688193135331,2020-09-01 03:22:00-04:00,31.25
685,2020-09-01,upper,12458.311956416417,2020-09-02 05:56:00-04:00,29.5
686,2020-09-02,lower,12087.299430239142,2020-09-03 10:19:00-04:00,138.0
685,2020-09-01,lower,11938.563043583583,2020-09-03 10:46:00-04:00,138.0
681,2020-08-26,lower,11622.124257880094,2020-09-03 19:06:00-04:00,119.25
679,2020-08-24,lower,11457.682293514365,2020-09-04 10:15:00-04:00,342.0
680,2020-08-25,lower,11427.367044916484,2020-09-04 10:17:00-04:00,342.0
678,2020-08-21,lower,11317.567173640926,2020-09-04 10:35:00-04:00,342.0
676,2020-08-19,lower,11216.34340696043,2020-09-04 10:42:00-04:00,342.0
689,2020-09-07,lower,11253.833137562138,2020-09-08 06:25:00-04:00,126.75
675,2020-08-18,lower,11134.052899648159,2020-09-08 09:41:00-04:00,101.5
693,2020-09-11,upper,11505.250841805442,2020-09-16 04:08:00-04:00,27.0
694,2020-09-14,upper,11506.810727848246,2020-09-16 04:08:00-04:00,27.0
694,2020-09-14,lower,10994.689272151754,2020-09-17 08:30:00-04:00,81.5
693,2020-09-11,lower,10928.374158194558,2020-09-17 09:10:00-04:00,74.5
697,2020-09-17,lower,10727.425618727215,2020-09-21 04:48:00-04:00,123.25
697,2020-09-17,upper,11249.324381272785,2020-09-28 04:10:00-04:00,34.5
700,2020-09-22,upper,11276.112173252448,2020-09-28 05:32:00-04:00,53.0
698,2020-09-18,upper,11326.604011271396,2020-09-28 06:17:00-04:00,29.25
701,2020-09-23,upper,11360.491702084564,2020-09-28 08:06:00-04:00,42.25
705,2020-09-29,lower,11169.921437132627,2020-09-30 02:10:00-04:00,93.25
704,2020-09-28,upper,11532.33747309487,2020-10-01 05:41:00-04:00,56.75
705,2020-09-29,upper,11533.578562867373,2020-10-01 05:42:00-04:00,56.75
690,2020-09-08,upper,11582.995004935285,2020-10-01 08:39:00-04:00,34.75
691,2020-09-09,upper,11582.121047368802,2020-10-01 08:39:00-04:00,34.75
707,2020-10-01,lower,11332.60493006846,2020-10-02 01:30:00-04:00,116.25
709,2020-10-05,upper,11565.107239575818,2020-10-08 02:42:00-04:00,13.0
711,2020-10-07,upper,11596.252640737981,2020-10-08 23:08:00-04:00,16.75
708,2020-10-02,upper,11616.392866816183,2020-10-09 08:56:00-04:00,36.0
695,2020-09-15,upper,11618.987828672012,2020-10-09 09:35:00-04:00,42.5
706,2020-09-30,upper,11626.478295484241,2020-10-09 09:43:00-04:00,42.5
696,2020-09-16,upper,11647.987374097873,2020-10-09 10:37:00-04:00,51.25
710,2020-10-06,upper,11658.258711575745,2020-10-09 10:49:00-04:00,51.25
707,2020-10-01,upper,11749.39506993154,2020-10-11 19:46:00-04:00,57.25
712,2020-10-08,upper,11765.108817550014,2020-10-11 21:52:00-04:00,27.25
713,2020-10-09,upper,11794.396357206313,2020-10-12 03:58:00-04:00,16.25
715,2020-10-13,lower,11886.27611815851,2020-10-14 22:50:00-04:00,76.25
716,2020-10-14,lower,11869.462070647038,2020-10-14 23:00:00-04:00,46.25
717,2020-10-15,lower,11559.063209803786,2020-10-22 10:32:00-04:00,59.25
712,2020-10-08,lower,11338.641182449986,2020-10-28 09:40:00-04:00,68.25
725,2020-10-27,lower,11310.353257423809,2020-10-28 09:50:00-04:00,68.25
708,2020-10-02,lower,11084.857133183817,2020-10-30 01:45:00-04:00,27.75
726,2020-10-28,lower,11048.899520805486,2020-10-30 02:10:00-04:00,133.25
729,2020-11-02,upper,11392.75306250971,2020-11-03 20:52:00-05:00,114.5
727,2020-10-29,upper,11492.281810086992,2020-11-03 22:00:00-05:00,175.5
728,2020-10-30,upper,11541.84102146125,2020-11-03 22:00:00-05:00,175.5
730,2020-11-03,upper,11513.833345591567,2020-11-03 22:00:00-05:00,175.5
726,2020-10-28,upper,11667.350479194514,2020-11-03 22:10:00-05:00,175.5
725,2020-10-27,upper,11756.646742576191,2020-11-03 22:15:00-05:00,175.5
723,2020-10-23,upper,11875.730155823774,2020-11-04 22:27:00-05:00,65.75
720,2020-10-20,upper,11904.375147228217,2020-11-04 22:38:00-05:00,65.75
721,2020-10-21,upper,11932.8357295319,2020-11-04 22:39:00-05:00,65.75
722,2020-10-22,upper,11926.02908684188,2020-11-04 22:39:00-05:00,65.75
731,2020-11-04,upper,11991.199723329857,2020-11-05 02:26:00-05:00,70.75
717,2020-10-15,upper,12032.936790196214,2020-11-05 03:23:00-05:00,97.75
733,2020-11-06,upper,12264.887181720746,2020-11-08 19:40:00-05:00,135.75
732,2020-11-05,upper,12279.630216098809,2020-11-08 19:58:00-05:00,135.75
716,2020-10-14,upper,12337.787929352962,2020-11-08 20:09:00-05:00,91.75
715,2020-10-13,upper,12357.34888184149,2020-11-08 22:53:00-05:00,33.0
732,2020-11-05,lower,11791.119783901191,2020-11-09 19:24:00-05:00,51.25
733,2020-11-06,lower,11736.362818279254,2020-11-09 22:38:00-05:00,141.25
735,2020-11-10,upper,11943.547030998563,2020-11-12 04:58:00-05:00,35.75
740,2020-11-17,lower,11840.639868789596,2020-11-18 22:11:00-05:00,17.0
739,2020-11-16,upper,12141.813069613383,2020-11-24 19:10:00-05:00,34.5
744,2020-11-23,upper,12150.068327496718,2020-11-24 19:16:00-05:00,34.5
740,2020-11-17,upper,12188.735131210404,2020-11-25 20:33:00-05:00,17.0
746,2020-11-25,upper,12270.439816503806,2020-11-27 10:17:00-05:00,40.0
748,2020-11-27,upper,12410.052418330972,2020-12-01 10:02:00-05:00,61.0
751,2020-12-02,upper,12586.464225177839,2020-12-07 09:58:00-05:00,15.5
752,2020-12-03,lower,12306.297441328374,2020-12-10 01:44:00-05:00,22.25
758,2020-12-11,upper,12513.505255950953,2020-12-14 09:57:00-05:00,47.5
757,2020-12-10,upper,12569.580163178834,2020-12-15 09:30:00-05:00,22.25
754,2020-12-07,upper,12722.324964145053,2020-12-17 02:21:00-05:00,7.5
760,2020-12-15,upper,12726.133997689696,2020-12-17 02:21:00-05:00,7.5
755,2020-12-08,upper,12743.687013793919,2020-12-17 03:22:00-05:00,28.75
761,2020-12-16,upper,12771.969398294714,2020-12-18 04:09:00-05:00,31.25
756,2020-12-09,upper,12787.820547812002,2020-12-18 09:18:00-05:00,30.75
762,2020-12-17,lower,12570.712238347565,2020-12-21 05:07:00-05:00,84.5
763,2020-12-18,lower,12556.000015542591,2020-12-21 05:23:00-05:00,84.5
764,2020-12-21,upper,12816.798684725329,2020-12-28 08:45:00-05:00,21.5
766,2020-12-23,upper,12879.983338357597,2020-12-29 00:37:00-05:00,11.25
762,2020-12-17,upper,12901.412761652435,2020-12-29 09:30:00-05:00,9.5
765,2020-12-22,upper,12900.844260317794,2020-12-29 09:30:00-05:00,9.5
763,2020-12-18,upper,12953.999984457409,2021-01-04 04:16:00-05:00,30.5
766,2020-12-23,lower,12520.391661642403,2021-01-06 03:21:00-05:00,100.75
767,2020-12-24,lower,12504.65386111247,2021-01-06 03:22:00-05:00,100.75
773,2021-01-06,upper,12863.465892051086,2021-01-07 10:04:00-05:00,130.5
768,2020-12-28,upper,12972.891274962194,2021-01-07 20:31:00-05:00,24.75
774,2021-01-07,upper,13020.927210784295,2021-01-08 09:28:00-05:00,35.25
779,2021-01-14,lower,12829.992660451164,2021-01-15 10:07:00-05:00,60.25
782,2021-01-19,upper,13081.986247428205,2021-01-20 03:43:00-05:00,17.25
778,2021-01-13,upper,13085.890264484906,2021-01-20 03:44:00-05:00,17.25
777,2021-01-12,upper,13108.910184604236,2021-01-20 08:00:00-05:00,27.75
780,2021-01-15,upper,13129.140117721747,2021-01-20 09:12:00-05:00,19.0
779,2021-01-14,upper,13147.632339548836,2021-01-20 09:34:00-05:00,19.0
776,2021-01-11,upper,13161.060130644688,2021-01-20 09:35:00-05:00,19.0
775,2021-01-08,upper,13210.34397654155,2021-01-20 10:10:00-05:00,74.75
783,2021-01-20,upper,13373.571867454353,2021-01-20 20:05:00-05:00,45.25
784,2021-01-21,upper,13530.829602947819,2021-01-25 09:34:00-05:00,31.0
785,2021-01-22,upper,13527.942483189676,2021-01-25 09:34:00-05:00,31.0
787,2021-01-26,lower,13281.87280141763,2021-01-27 09:32:00-05:00,46.0
785,2021-01-22,lower,13179.557516810324,2021-01-27 09:51:00-05:00,46.0
791,2021-02-01,upper,13321.262122402999,2021-02-01 20:23:00-05:00,31.25
790,2021-01-29,upper,13378.420181457432,2021-02-02 04:52:00-05:00,62.0
792,2021-02-02,upper,13605.373124295926,2021-02-05 00:32:00-05:00,19.25
787,2021-01-26,upper,13679.37719858237,2021-02-07 20:23:00-05:00,39.0
786,2021-01-25,upper,13688.795702475387,2021-02-08 10:08:00-05:00,41.25
793,2021-02-03,upper,13758.10878065542,2021-02-10 02:35:00-05:00,11.75
795,2021-02-05,upper,13757.696659595818,2021-02-10 02:35:00-05:00,11.75
797,2021-02-09,upper,13852.90228910213,2021-02-14 19:20:00-05:00,34.0
800,2021-02-12,upper,13863.442729351453,2021-02-14 20:02:00-05:00,40.25
799,2021-02-11,upper,13888.65707742389,2021-02-15 20:21:00-05:00,27.25
801,2021-02-15,lower,13714.378111306329,2021-02-16 19:04:00-05:00,40.75
802,2021-02-16,lower,13667.283785427255,2021-02-17 08:52:00-05:00,25.25
799,2021-02-11,lower,13538.96792257611,2021-02-18 09:04:00-05:00,51.5
800,2021-02-12,lower,13507.807270648547,2021-02-18 10:07:00-05:00,61.0
796,2021-02-08,lower,13498.135433371881,2021-02-18 10:18:00-05:00,61.0
797,2021-02-09,lower,13479.34771089787,2021-02-18 10:23:00-05:00,61.0
805,2021-02-19,lower,13493.982062487335,2021-02-22 02:06:00-05:00,32.0
798,2021-02-10,lower,13424.45039840004,2021-02-22 02:47:00-05:00,32.0
803,2021-02-17,lower,13420.857446890208,2021-02-22 02:47:00-05:00,32.0
795,2021-02-05,lower,13388.678340404182,2021-02-22 03:30:00-05:00,124.75
