entry_time,exit_time,side,entry_price,exit_price,exit_reason,pnl,level_id,cum_pnl
2024-02-07 10:14:00-05:00,2024-02-07 15:00:00-05:00,short,17812.5491509663,17854.25,cutoff,-41.7,1564,2306.92
2024-02-09 03:02:00-05:00,2024-02-09 08:31:00-05:00,short,17902.655592144743,17940.905592144743,SL,-38.25,1568,2268.67
2024-02-13 03:46:00-05:00,2024-02-13 04:47:00-05:00,long,17892.693496105894,17864.193496105894,SL,-28.5,1573,2240.17
2024-02-16 03:18:00-05:00,2024-02-16 08:30:00-05:00,short,17990.626370761616,17949.751370761616,TP,40.88,1575,2281.05
2024-02-19 21:00:00-05:00,2024-02-19 21:01:00-05:00,long,17676.52460225718,17672.5,cutoff,-4.02,1576,2277.03
2024-02-22 09:45:00-05:00,2024-02-22 12:20:00-05:00,short,17928.521777387923,17982.896777387923,SL,-54.38,1578,2222.65
2024-02-23 09:20:00-05:00,2024-02-23 10:43:00-05:00,short,18108.59940195433,18032.09940195433,TP,76.5,1581,2299.15
2024-02-28 04:41:00-05:00,2024-02-28 09:34:00-05:00,long,17902.034269207063,17902.034269207063,BE,0.0,1582,2299.15
2024-02-29 03:10:00-05:00,2024-02-29 06:06:00-05:00,long,17839.442824688555,17887.442824688555,TP,48.0,1583,2347.15
2024-03-01 02:03:00-05:00,2024-03-01 03:48:00-05:00,short,18145.110202593296,18121.110202593296,TP,24.0,1577,2371.15
2024-03-01 10:00:00-05:00,2024-03-01 12:20:00-05:00,short,18166.181503894106,18261.056503894106,SL,-94.88,1573,2276.27
2024-03-05 01:31:00-05:00,2024-03-05 02:18:00-05:00,long,18169.62004403596,18169.62004403596,BE,0.0,1588,2276.27
2024-03-05 10:32:00-05:00,2024-03-05 15:00:00-05:00,long,17936.756730880457,17857.0,cutoff,-79.76,1587,2196.51
2024-03-08 10:00:00-05:00,2024-03-08 10:45:00-05:00,short,18390.720229220504,18390.720229220504,BE,0.0,1591,2196.51
2024-03-12 10:41:00-04:00,2024-03-12 15:00:00-04:00,short,18412.61624174652,18454.5,cutoff,-41.88,1593,2154.63
2024-03-15 09:45:00-04:00,2024-03-15 10:48:00-04:00,long,18078.053768774233,18154.553768774233,TP,76.5,1596,2231.13
2024-03-18 09:46:00-04:00,2024-03-18 09:52:00-04:00,short,18353.50334997892,18313.37834997892,TP,40.12,1597,2271.25
2024-03-19 07:37:00-04:00,2024-03-19 09:43:00-04:00,long,18106.176019092043,18055.551019092043,SL,-50.62,1598,2220.63
2024-03-20 07:29:00-04:00,2024-03-20 09:30:00-04:00,short,18320.328722424594,18320.328722424594,BE,0.0,1599,2220.63
2024-03-20 19:07:00-04:00,2024-03-20 19:08:00-04:00,short,18569.96596831918,18568.75,cutoff,1.22,1592,2221.85
2024-03-20 19:22:00-04:00,2024-03-20 19:23:00-04:00,short,18583.89754582985,18583.0,cutoff,0.9,1594,2222.75
2024-03-21 00:31:00-04:00,2024-03-21 02:09:00-04:00,short,18597.821231225767,18616.196231225767,SL,-18.38,1596,2204.37
2024-03-22 08:17:00-04:00,2024-03-22 09:47:00-04:00,long,18500.875677885975,18500.875677885975,BE,0.0,1601,2204.37
2024-03-27 10:02:00-04:00,2024-03-27 10:49:00-04:00,long,18411.910640705857,18411.910640705857,BE,0.0,1604,2204.37
2024-04-02 08:40:00-04:00,2024-04-02 09:08:00-04:00,long,18375.152865133503,18309.152865133503,SL,-66.0,1602,2138.37
