level_id,side,touched_at,reason
1583,upper,2024-03-01 10:13:00-05:00,position_open
1595,upper,2024-03-21 01:39:00-04:00,position_open
1606,lower,2024-04-02 08:50:00-04:00,position_open
1607,lower,2024-04-02 09:00:00-04:00,position_open
1603,lower,2024-04-02 09:33:00-04:00,sal_active
1605,lower,2024-04-02 09:33:00-04:00,sal_active
1613,lower,2024-04-10 08:36:00-04:00,position_open
1621,upper,2024-04-23 21:48:00-04:00,sal_active
1626,upper,2024-05-03 09:45:00-04:00,sal_active
1628,upper,2024-05-03 10:00:00-04:00,sal_active
1627,upper,2024-05-06 10:06:00-04:00,position_open
1635,upper,2024-05-10 09:49:00-04:00,position_open
1637,upper,2024-05-15 08:30:00-04:00,position_open
1638,upper,2024-05-15 08:30:00-04:00,position_open
1650,upper,2024-06-05 10:34:00-04:00,position_open
1669,upper,2024-06-28 08:16:00-04:00,position_open
1666,upper,2024-06-28 10:02:00-04:00,sal_active
1670,upper,2024-06-28 10:05:00-04:00,sal_active
1670,lower,2024-07-01 10:15:00-04:00,position_open
1675,upper,2024-07-05 10:01:00-04:00,sal_active
1683,lower,2024-07-17 04:13:00-04:00,position_open
1676,lower,2024-07-17 07:34:00-04:00,sal_active
1675,lower,2024-07-17 09:29:00-04:00,sal_active
1681,lower,2024-07-17 09:41:00-04:00,sal_active
1687,lower,2024-07-24 04:24:00-04:00,sal_active
1686,lower,2024-07-24 09:34:00-04:00,sal_active
1699,upper,2024-08-13 03:08:00-04:00,position_open
1716,lower,2024-09-03 09:54:00-04:00,sal_active
1715,lower,2024-09-03 10:43:00-04:00,sal_active
1703,lower,2024-09-06 10:40:00-04:00,position_open
1720,lower,2024-09-06 10:40:00-04:00,position_open
1726,upper,2024-09-16 00:00:00-04:00,position_open
1717,upper,2024-09-17 07:52:00-04:00,position_open
1729,upper,2024-09-19 03:58:00-04:00,position_open
1712,upper,2024-09-19 09:12:00-04:00,sal_active
1728,upper,2024-09-19 09:12:00-04:00,sal_active
1711,upper,2024-09-19 10:20:00-04:00,sal_active
1730,upper,2024-09-25 23:39:00-04:00,sal_active
1733,upper,2024-09-26 00:53:00-04:00,sal_active
1734,upper,2024-09-26 01:52:00-04:00,sal_active
1737,lower,2024-10-01 10:10:00-04:00,position_open
1736,upper,2024-10-14 09:32:00-04:00,position_open
1738,upper,2024-10-14 09:35:00-04:00,position_open
1745,upper,2024-10-14 09:46:00-04:00,sal_active
1746,upper,2024-10-14 09:59:00-04:00,sal_active
1749,upper,2024-10-25 09:46:00-04:00,position_open
1754,upper,2024-10-25 10:00:00-04:00,sal_active
1753,upper,2024-10-25 10:22:00-04:00,sal_active
1759,lower,2024-10-31 02:48:00-04:00,position_open
1758,lower,2024-10-31 09:47:00-04:00,sal_active
1756,lower,2024-10-31 09:48:00-04:00,sal_active
1755,lower,2024-10-31 10:12:00-04:00,sal_active
1746,lower,2024-10-31 10:52:00-04:00,sal_active
1758,upper,2024-11-06 10:31:00-05:00,position_open
1770,lower,2024-11-14 20:11:00-05:00,sal_active
1765,lower,2024-11-15 03:24:00-05:00,sal_active
1774,upper,2024-11-25 09:16:00-05:00,sal_active
1776,upper,2024-11-25 09:39:00-05:00,sal_active
1779,upper,2024-12-02 09:49:00-05:00,position_open
1778,upper,2024-12-02 09:54:00-05:00,sal_active
1766,upper,2024-12-04 03:53:00-05:00,position_open
1768,upper,2024-12-04 05:50:00-05:00,sal_active
1767,upper,2024-12-04 10:38:00-05:00,sal_active
1790,upper,2024-12-13 09:43:00-05:00,position_open
1795,lower,2024-12-19 19:53:00-05:00,sal_active
1784,lower,2024-12-19 21:07:00-05:00,sal_active
1798,lower,2024-12-27 10:05:00-05:00,sal_active
1801,upper,2025-01-06 04:02:00-05:00,position_open
1802,upper,2025-01-06 05:19:00-05:00,sal_active
1802,lower,2025-01-10 10:01:00-05:00,position_open
1807,lower,2025-01-13 04:04:00-05:00,sal_active
1806,upper,2025-01-17 09:26:00-05:00,position_open
1813,upper,2025-01-22 09:31:00-05:00,sal_active
1814,upper,2025-01-22 09:32:00-05:00,sal_active
1804,upper,2025-01-22 10:37:00-05:00,sal_active
1812,lower,2025-01-27 02:16:00-05:00,position_open
1810,lower,2025-01-27 05:44:00-05:00,sal_active
1809,lower,2025-01-27 05:52:00-05:00,sal_active
1829,upper,2025-02-13 10:22:00-05:00,position_open
1826,upper,2025-02-13 10:39:00-05:00,position_open
1828,upper,2025-02-13 10:39:00-05:00,position_open
1834,lower,2025-02-20 10:00:00-05:00,sal_active
1835,lower,2025-02-20 10:01:00-05:00,sal_active
1829,lower,2025-02-24 10:04:00-05:00,sal_active
1824,lower,2025-02-25 10:17:00-05:00,sal_active
1854,upper,2025-03-24 04:09:00-04:00,position_open
1856,upper,2025-03-24 08:32:00-04:00,sal_active
1883,lower,2025-04-30 09:58:00-04:00,position_open
1887,lower,2025-05-06 09:55:00-04:00,position_open
1895,lower,2025-05-22 08:16:00-04:00,position_open
1897,lower,2025-05-23 07:44:00-04:00,sal_active
1900,lower,2025-05-23 07:49:00-04:00,sal_active
1899,upper,2025-05-28 19:00:00-04:00,position_open
1903,upper,2025-05-28 19:00:00-04:00,position_open
1898,upper,2025-05-28 19:01:00-04:00,sal_active
1904,upper,2025-05-28 19:16:00-04:00,sal_active
1910,upper,2025-06-11 08:30:00-04:00,position_open
1911,upper,2025-06-11 08:30:00-04:00,position_open
1912,upper,2025-06-11 08:30:00-04:00,position_open
1913,upper,2025-06-11 08:30:00-04:00,position_open
1915,lower,2025-06-12 20:05:00-04:00,position_open
1912,lower,2025-06-12 20:32:00-04:00,position_open
1915,upper,2025-06-16 09:32:00-04:00,sal_active
1917,lower,2025-06-19 09:05:00-04:00,sal_active
1919,lower,2025-06-19 09:47:00-04:00,sal_active
1914,upper,2025-06-23 19:22:00-04:00,sal_active
1919,upper,2025-06-24 01:45:00-04:00,sal_active
1918,upper,2025-06-24 02:08:00-04:00,sal_active
1917,upper,2025-06-24 03:07:00-04:00,sal_active
1925,upper,2025-06-27 07:38:00-04:00,sal_active
1926,upper,2025-07-03 09:51:00-04:00,position_open
1928,upper,2025-07-03 10:02:00-04:00,position_open
1932,upper,2025-07-14 21:52:00-04:00,sal_active
1933,upper,2025-07-14 21:52:00-04:00,sal_active
1936,upper,2025-07-15 06:31:00-04:00,sal_active
1937,upper,2025-07-15 08:30:00-04:00,sal_active
1940,upper,2025-07-21 09:45:00-04:00,position_open
1946,upper,2025-07-28 01:54:00-04:00,position_open
1945,lower,2025-08-01 03:51:00-04:00,position_open
1941,lower,2025-08-01 09:32:00-04:00,sal_active
1942,lower,2025-08-01 09:33:00-04:00,sal_active
1944,lower,2025-08-01 09:36:00-04:00,sal_active
1943,lower,2025-08-01 09:42:00-04:00,sal_active
1940,lower,2025-08-01 09:49:00-04:00,sal_active
1962,lower,2025-08-19 10:48:00-04:00,position_open
1967,upper,2025-08-28 09:33:00-04:00,position_open
1969,lower,2025-09-02 03:51:00-04:00,sal_active
1971,lower,2025-09-02 03:54:00-04:00,sal_active
1972,lower,2025-09-02 03:54:00-04:00,sal_active
1967,lower,2025-09-02 06:28:00-04:00,sal_active
1968,lower,2025-09-02 06:43:00-04:00,sal_active
1963,upper,2025-09-10 08:30:00-04:00,position_open
1977,upper,2025-09-10 08:30:00-04:00,position_open
1978,upper,2025-09-10 08:30:00-04:00,position_open
1979,upper,2025-09-15 00:00:00-04:00,position_open
1980,upper,2025-09-15 00:00:00-04:00,position_open
1981,upper,2025-09-15 00:00:00-04:00,position_open
1984,upper,2025-09-18 08:26:00-04:00,sal_active
1983,upper,2025-09-18 10:31:00-04:00,sal_active
1989,lower,2025-09-25 07:58:00-04:00,position_open
1986,lower,2025-09-25 09:09:00-04:00,position_open
1987,upper,2025-10-01 21:54:00-04:00,sal_active
1994,upper,2025-10-02 04:03:00-04:00,sal_active
1989,upper,2025-10-02 07:12:00-04:00,sal_active
1992,upper,2025-10-02 07:55:00-04:00,sal_active
2006,upper,2025-10-20 10:08:00-04:00,position_open
1995,upper,2025-10-24 08:30:00-04:00,sal_active
1997,upper,2025-10-24 08:30:00-04:00,sal_active
1998,upper,2025-10-24 08:30:00-04:00,sal_active
1999,upper,2025-10-24 08:30:00-04:00,sal_active
2007,upper,2025-10-24 08:30:00-04:00,sal_active
2010,upper,2025-10-24 08:30:00-04:00,sal_active
2013,lower,2025-11-04 00:49:00-05:00,position_open
2017,lower,2025-11-04 01:03:00-05:00,sal_active
2015,lower,2025-11-04 04:51:00-05:00,sal_active
2019,lower,2025-11-06 23:02:00-05:00,position_open
2020,lower,2025-11-06 23:02:00-05:00,position_open
2023,lower,2025-11-13 09:44:00-05:00,position_open
2021,lower,2025-11-14 09:32:00-05:00,position_open
2037,upper,2025-12-02 09:39:00-05:00,position_open
2036,upper,2025-12-02 10:01:00-05:00,position_open
2025,upper,2025-12-05 10:03:00-05:00,position_open
2040,lower,2025-12-12 10:28:00-05:00,position_open
2043,lower,2025-12-12 10:28:00-05:00,position_open
2036,lower,2025-12-16 02:38:00-05:00,position_open
2047,lower,2025-12-16 02:38:00-05:00,position_open
2049,lower,2025-12-17 10:58:00-05:00,position_open
2058,lower,2026-01-02 10:58:00-05:00,position_open
2062,lower,2026-01-14 10:00:00-05:00,position_open
2064,lower,2026-01-19 02:10:00-05:00,position_open
2060,lower,2026-01-19 02:40:00-05:00,position_open
2073,upper,2026-01-27 01:06:00-05:00,sal_active
2062,upper,2026-01-27 10:10:00-05:00,sal_active
2067,upper,2026-01-27 10:36:00-05:00,sal_active
2069,upper,2026-01-27 19:35:00-05:00,position_open
2076,upper,2026-01-28 01:04:00-05:00,position_open
2076,lower,2026-01-29 10:36:00-05:00,sal_active
2089,upper,2026-02-25 09:31:00-05:00,sal_active
2093,upper,2026-02-25 09:31:00-05:00,sal_active
2096,upper,2026-02-25 09:47:00-05:00,sal_active
2092,upper,2026-02-25 09:51:00-05:00,sal_active
2094,upper,2026-02-25 09:51:00-05:00,sal_active
2095,upper,2026-02-25 09:51:00-05:00,sal_active
2099,lower,2026-03-03 04:46:00-05:00,position_open
2090,lower,2026-03-03 05:08:00-05:00,position_open
2092,lower,2026-03-03 06:20:00-05:00,position_open
2110,lower,2026-03-19 05:25:00-04:00,position_open
2137,upper,2026-04-24 07:30:00-04:00,position_open
2142,upper,2026-05-01 10:03:00-04:00,sal_active
2150,lower,2026-05-19 10:14:00-04:00,position_open
2160,upper,2026-05-27 08:22:00-04:00,sal_active
2164,lower,2026-06-05 09:39:00-04:00,position_open
2167,lower,2026-06-05 09:57:00-04:00,sal_active
